index,input_text,given_label
10176,I can’t figure out if the show is a shining example of sedative newstainment or some kind of televised welfare program for fuck-ugly jack-offs masquerading as comedians—or both— but what the hell?,0.92703164
10583,"Another netizen agreed, stating, “I can read you like a book, you bastards.",0.9554378
454,"It became popular for them to plunder the world in the name of peace, justice, patriotism and liberty as a smokescreen for their hypocrisy, greed and relentless drive for imperialist profits.",0.53115106
1889,"Dead, IRL If you could create a digital version of yourself to stick around long after you've died, would you want to?",0.5035362
14328,"Unfortunately, the court of public opinion is expanding into a stupid-is-as-stupid-does joke.",0.88928044
6888,"At about 2:30 p.m., a Facebook user posted, in part, “Shoutout to the homies at Germantown Craft House who randomly lost their job today for no damn reason.”",0.83785176
7914,A model has boasted of how she enrolled at university in order to get a student loan to spend on fake boobs.,0.8028341
10699,"So as he prepared for a night with his new lover, he decided to insert a thin pencil into his penis.",0.9588166
3134,"1. As with the TARP, the threat is that if action is not taken, the markets will go to hell.",0.5109536
15589,"“ ” If you can't dazzle them with brilliance, baffle them with If you can't dazzle them with brilliance, baffle them with bullshit —W.C.",0.83785176
18989,"""It is rape when someone sticks their hand into a vagina or rectum without permission,"" Newkirk wrote.",0.7617599
20743,"I count every day as a real blessing and when you don't get to utilise it, it sucks.""",0.7605308
21084,“It was a good run but ultimately I realised that you guys are not worth a f****** bullet in my f****** head.,0.8658974
22178,This Harley Quinn overexposure is getting ridiculous; HO-LEEEEE shit!,0.9626016
8149,One very prominent effect of these movements is that it exposed how uncomfortable white people are with people of colour in their spaces.,0.7890312
14987,But standing up to the government and calling its bullshit shows political awakening.,0.87278014
11249,"LeBron James issued a VERY SERIOUS warning to his ESPY after-party guests Wednesday night -- either you dance or ""get the f*** up out of here!!!""",0.9056182
22065,"At worst, they teach children to murder each other while sexting corpses using gun swords.",0.8229474
9356,The exchange ended with the writer and Santa calling each other “dirty bastard.”,0.95149976
14889,"Woodsman Lee said: “He was saying, ‘I want some f*****g blood, I want to kill someone.”",0.95250374
8170,"As you can see below, one of the many poses included the kid’s crotch being planted in the statue’s face, mimicking fellatio:",0.87185377
9477,Loading Security pulling @daylyt2k14 off this stage before he could shit.,0.9203811
23454,Now if you dare… witness 9 more miserable bastards that Patrick missed the first time around.,0.8754484
13354,"We were thinking he the ‘Hillary Clinton of Aus hip hop’ because he a cunt… which is why we love him, but apparently not.",0.9183632
13100,"Neftali Feliz is going to the disabled list, ain't that about a bitch.",0.92703164
17511,He once famously recounted that one trip left him feeling like a 'giant penis launching off the Earth like a spaceship'.,0.95082676
8996,"""Would you want people walking up to you and pointing at your dick?",0.9334217
590,"He spoke on the 70th anniversary of Kristallnacht, the Nazi-incited riots against Jews.",0.52277756
3254,"Fox, you have a noon Pacific Time Zone problem, and your anchor is forcing your “flock” at best to hit mute, till the great Cavuto appears, and at worst to shut you off.",0.5561353
15143,"If you claim to be an artist, but you’re motivated by money… You’re a douche.",0.8710057
10538,FAKE NEWS: Media Reports that Warriors Are Boycotting White House – COMPLETE CRAP,0.8028341
20161,But let's say you don't want to get a bunch of shit about your schedule.,0.9604257
9283,"Then, like, a year later you’d be more secure and you’d see him perform and you’d be like, ‘Technically he’s not polished, but I can’t deny that he’s fucking funny.’”",0.76644164
15524,"Women carried placards saying ""Don't tell us how to dress, tell them not to rape,"" and ""My body is not porn, instead it's your dirty mind.""",0.86004746
12201,You know those songs that are pretty incredible but have that one part that makes you wonder if the artist lost their shittin’ mind for about 20 seconds in the studio and then went right back to being a bad ass?,0.8028341
4081,"It should perhaps be noted at this juncture that Palmeiras are commonly referred to as ""Porco"" (""The Pig"") by their own fans, hence their terrifying mascot.",0.5046577
17642,"I was originally gonna have his microphone cord wrapped around his neck like a noose, but that's really fucked up and I decided against it as a result.",0.82423645
5599,Rowling and actress Emma Watson—asked London Mayor Sadiq Khan to erect a statue of a suffragette.,0.7851001
4804,"""Don't be angry with me, please, but your question looks silly to me.",0.5438149
14109,Male riders on the Mexico City Metro studiously avoided sitting on the life-like 'penis seat',0.92395705
56,"""The [adjusted] plastic packaging recycling rate of 29 per cent is pathetic,"" Mr Angel said.",0.5309748
3829,Who are the biggest contributors to sexual exploitation in the United States?,0.555918
16673,A deranged YouTuber has taken to the internet with an extreme new message… ‘kill all male babies’.,0.79313767
11148,"Just when I thought you Dumb-o-crats couldn’t get any dumber, you’ve somehow managed to find a way to take your stupidity to a whole new freakin’ level.",0.83785176
16732,I would like to meet all the people who have breed these sort of fancy goldfish and kick 'em on their butt....honestly.... but some of the fish are really beautiful :3,0.78869635
1012,We feel quite confident that — given the choice between tired Evangelical texts and Satanic literature — Satan will prove remarkably popular with the kids.,0.5053647
20452,"He catches the teep, pulls you into him a tiny bit and steps forward a tiny bit just enough to get his thigh under the falling leg, then uses his thigh against your teeping leg to take you on a torpedo turn onto your ass.",0.9597576
4498,What lay behind this Reagan decision not to express his own and his nation's disgust and anger at this atrocity?,0.5768625
14181,"If this kid needs to take a break, he needs to get his ass out of the water and park himself in a chair.”",0.9210595
7832,"Yes, the distance between her seeing you as “just a friend” and a guy she wants to have sex with is divided by a very fine line.",0.760517
21576,"It essentially turns sex into a question-and-answer session dictated by the government, and if you deviate from that at all, then you're a rapist.",0.8612043
14325,Brock also revealed that he plans to call the next record ‘Whateber’ or something “as dumb as fucking possible.,0.92947274
12454,"Its been absolutely essential at the Trump FCC, where the agency has worked tirelessly to convince the nation's gullible that kissing the ass of the biggest telecom operators is intelligent policy.",0.9031505
13190,And refrains of “hang the bitch” and “kill the bitch” have grown increasingly common at Trump rallies.,0.9120318
1074,"Enter NUMA, where locality penalties skyrocket, and be prepared to get royally screwed.",0.557233
13256,"Jordan Hill, 18, Tesfaye Cooper, 18, Brittany Covington, 18, and Tanishia Covington, 24 beat a mentally disabled white man while making him scream “Fuck white people!”",0.9472764
4014,"Gay people are in a similar position, you don't gain anything socially by coming out gay, and you are probably harmed by the social environment.",0.5497022
22571,"For many an Englishman the practice of shooting a Welshman with a bow and arrow from within the city walls of Chester after midnight, is a pastime as sacred as leaving lost gloves on fence posts, hating paedos, and voting for bastards.",0.83785176
159,Sunnis have the right to have a self-administering subdivision in order to prevent the recurrence of massacres by terrorist groups and sectarian-based atrocities by the dominant Shi’ite component against the Sunnis.,0.5035762
21854,"If people enjoy this one, believe me, the second one is going to be a fucking blast.”",0.92157465
12134,"Well, the good news is that you can now get your hands on your very own Bad Mother Fucker wallet at our online store.",0.9162652
16789,"The idea that having the ability to memorize numerous dates and signs and personality traits makes you ""stupid"" is the thing that is stupid!",0.87185377
8166,"Moments later, the officer fired two shots, one striking Ortega in the neck and killing him.",0.84553623
20074,"One such researcher told us, “We don’t think the booby-mouthy action should be restricted to breast feeding by your mother – pretty much any boobs will do, and at any point in the day.",0.92965144
9453,"Blame John's denial fetish: without all that sexual teasing he so clearly relished, he might not have been ""WAY TOO FUCKING HORNY"" to think straight at work and properly operate Outlook or whatever.",0.8028341
14970,"Actually, fuck the term ""gun control""; we refuse to talk about how to prevent fucking massacres from happening over and over again thanks to how fucking simple it is for practically anyone to get their hands on some nifty automated mass murdering weapons.",0.76644164
5427,"""The stereotype that Indigenous Peoples are dumb, stupid, lazy, drunk and on welfare — put that aside.""",0.53427964
9699,You may have also noticed that the new art doesn’t look like crap.,0.87185377
15839,"Many atheists and ""skeptics"" seem to have a habit of implying, if not directly stating, that people who believe in god/homeopathy/psychics are stupid.",0.8995374
5525,Only a person so completely consumed with his own bullshit and narcissism could miss the fact that he characterizes the word coward.,0.5237964
21291,A mother breastfeeding her baby in a Dartford park allegedly 'squirted her boobs' at a woman who asked her to move somewhere private.,0.7641388
5230,"Logan’s mother Stefanie Mrozowski, 29, said she was ‘furious’ he had been labelled obese, explaining: ‘It’s ridiculous – there’s nothing of him.",0.55911845
20635,"It turns out a senior had used a weed killer to spray out the shape of a penis, spanning the length of the field.",0.92703164
8298,"The vlogger has received criticism of late for a two-week old video that involved commissioning a service to make and display a banner that read ""Death to all Jews.""",0.92703164
2153,"On Thursday (May 18), he denied raping the woman and frightening her with a knife.",0.5091523
15708,"You spit that “Ghetto Gospel” like no other, and told us that “They Don’t Give a Fuck About Us” long before Kanye.",0.87185377
6908,Nor was the former girls’ basketball coach the only member of her family to get caught having sex with students.,0.7665901
16052,She makes anyone who looks at her drool and want to have sex with her.,0.78675425
976,"Chris Christie doll was propped next to signs that read ""Kids Who Need Medical Marijuana Live in Colorado or Die in New Jersey,"" criticizing the governor's stance on medical marijuana.",0.5446874
17850,"Gifts: 1) ""Winter is Coming"" Necklace, 2) Legend of Zelda duct tape wallet & 3) America Fuck Yeah (Violent Koala?)",0.8819786
22516,"So we played it together and then I overdubbed on the cassette, I overdubbed the bass and the vocals, and I really, really enjoyed the sound, so I said 'Ah, fuck it!",0.92134947
18393,"""If you had any outcome on the game I'd fuckin ' go with you, but you don't!""",0.9614139
18201,He wasn’t talking about deporting the millions of illegals that are sucking this nation dry.,0.83785176
7852,Getty Images 5 Shocking claims have been made of aid workers having sex with migrants in the Calais Jungle,0.83785176
17676,"But it was always a bare-bones report, whereas if the races were switched they would go in depth to look at the guy's Facebook and internet history to see if there's any signs of White Supremacist shit.",0.9675399
10291,I don’t believe in any of that patriarchal “he-man” protector crap.,0.86235267
17127,"Hey, you rapidly decaying protoplasmic sacks of calcium and shit, my name is Dr Mona Moore.",0.87171483
13141,Don't let the size of the Arctic tern fool you as to what it can do.,0.7678756
11479,"Even Bonhomme would better personify the nation, in spite of his black, dead, soulless eyes.",0.7641802
981,Now plans are being made to shift the offices of Burn Standard and the Tea Board of India.”“,0.52643055
17382,"“There’s no time for fence-sitting or ‘both sides’ shit anymore,” he wrote.",0.87502
6075,"You can pack plenty of information into a robotic brain, but ask a bot to teach itself a new motor task—even one as simple as stacking blocks or unscrewing a water bottle—and you’re probably shit out of luck.",0.76075107
17280,I liken it to the need I have to watch Robocop 3 sometimes or try eggrolls again even though I fucking hate eggrolls all the time.,0.83785176
17898,"Lots of conservative bullshit tripe smearing Obama as Stalin, lots of ridiculous confederate flags (REBEL YELL in Union Territory, fuck you), ""liberals shouldn't breed"" bumper stickers and bullshit like that.",0.94667315
11169,"(We have to say it — “Harper doesn’t read Uber receipts, you idiot!”",0.9584056
10497,"Scooter, the llama who broke out of his yard and went on the lam before police tased his ass.",0.92703164
460,"[See Long War Journal report, Discord dissolves Pakistani Taliban coalition]",0.53486586
11715,But New Yorkers apparently are all alike in one way: all are too stupid to make their own economic choices.,0.8717282
17392,"On a recent appearance on the BBC’s Big Questions, he made straight men in the room look like damp rags and rightly deserved the right to tweet, “I am one of the very few alpha homosexuals.”",0.7870374
24263,"Speaking of professional trolls, ZDNet’s Robin Harris provides a veritable omnibus of stupid.",0.9536991
17933,"I never wore a hat sideways, bought gold chains, or owned a pair of pants that sagged enough to show off my ass.",0.9190079
15696,"I can count on 47 hands the times I've seen a Facebook status update that says something along the lines of, ""Holy crap, last nite was crazy weird.",0.7622959
9353,"Being a resourceful guy, however, he used his past to his advantage and hired himself out to schools and youth clubs as an example of how drugs can fuck you up.",0.92126817
16620,The boy's surgeons were shocked when he came to them complaining that his penis was too big.,0.9183901
17884,A 27-year-old long distance runner is facing disciplinary action after allegedly filling a fake penis with clean urine in order to beat a doping test.,0.87185377
15641,"Now, Jon Weiner, known as Stugotz on 790 The Ticket's Dan LeBatard Show, called Martina Navratilova a ""bitch"" several times on air Friday.",0.9249613
3741,"On Monday, Burnt Orange Report broke the story about UT College Republicans President Cassie Wright's racist tweet:",0.58042467
23625,But it is a slippery slope and I say this as a person who usually thinks a 'slippery slope' argument is bullshit.,0.921644
14004,"It was a time when the British press was in a frenzy of moral outrage over the Beastie Boys, the bratty New York rappers whose defiantly anti-PC stance was symbolised in an over-the-top stage show featuring a giant inflatable penis.",0.88081455
23081,"The audio’s probably NSFW if you’re blaring it at your office, but familiar if you’ve ever been stuck sitting near your ballpark’s resident leather-lunged asshole.",0.92703164
14735,"Or, they could go off the deep end, bury their heads deeper in the sand and tighten their death grip on stupidity.",0.78426564
22282,"The response from the president’s chief of staff, Rahm Emanuel, was swift: “Shut the fuck up” about guns.",0.83785176
20902,"0 Police: Ride-share driver forced woman into apartment, raped her for hours",0.8695929
15004,"Tyler then lifted it up and added: “Let’s see her,” before he punched the doll back offstage and said: “Fuck that bitch.”",0.96656597
16117,"She starts to slowly integrate into normal life, making friends, getting a job, etc. but in the back of her mind, she knows the DEMON wants to fucking GET her.",0.83785176
11121,"You could take twelve shots, for example, or have an orgy with eleven other people.",0.7641447
21748,"Adams had a special expression that he came up with for Hamilton: ""bastard brat of a Scotch pedler.”",0.8997942
4444,"Queen Rania of Jordan said on Wednesday that moderate Muslims were not doing enough to fight against IS jihadists and their ""diabolical ideology.""",0.549712
4483,"The officers then begin to savagely beat Arzate, punching, kicking and swinging a flashlight at him.",0.50873166
17914,"To outsiders, the US presidential election contest must look rude, vulgar, overcrowded, angry, stupid, and dangerous - a busload of football hooligans.",0.90669984
20099,"As a child, I clearly remember my dad (who was a small business owner himself) cursing the IRS and talking about them as if they were trying to find him, tie him down, and give him a lifetime supply of anal probes.",0.87185377
18531,"He told Extreme Beauty Disasters, on TLC: “I said to my friend I want to lose weight as I think my penis is small.",0.8999409
14061,"Controversial Milo Moire, 32, was slated by critics last year when she pushed paint-filled eggs out of her vagina.",0.9318218
8186,"During its first week out, the official return of Guns N’ Roses gets its ass kicked by teenaged country-pop crooner Taylor Swift.",0.87469095
16695,"Vivienne, you have no idea how much time I have wasted scrubbing those stupid things.",0.7845939
23191,"Speechless: Silencing the Christians is an in-depth look at the radical homosexual activist agenda, and how they are ruining Christian families!",0.76558644
15542,"I lived through the ""Luv Ya Blue"" era when Bum and Earl couldn't quite ""kick the son-of-a-bitch"" in.",0.8866377
13732,There is now a website where trans kids can get pointy appendages and penis suppressing undies.,0.8859789
3255,"It feeds off the blood of the innocent, which is the aborted babies.",0.5037393
23952,People who don’t know shit about any religion and yet act like they do are some of the most arrogant motherfuckers on the planet.,0.9759429
16252,"Maybe you’re thinking about moving here or perhaps you’re already living here, but haven’t had a taste of the penis buffet that abounds.",0.8809137
6804,"Just out of prison and investigating a twisted murder, Spenser is sucked back into Boston’s underbelly.",0.7851095
20861,"Before he gained worldwide notoriety as the mayor allegedly caught on tape smoking crack, Toronto’s Rob Ford was perhaps best known as the mayor who said, “Bicyclists are a pain in the ass!”",0.8996194
10294,"“Here’s what the Jersey attitude is to you: Buy your damn gas in New York, then,” Mr.",0.9223609
14609,"Oliver Cromwell hated so many things that brought people joy, scientists still aren’t sure if he was an internet troll who stumbled across a time machine and used his superior technology to be nothing but a colossal asshole.",0.9125391
17938,One man who saw what he was wearing called him a “Jewish shit” and demanded he leave immediately.,0.94735944
8764,"Brianna Brochu, a white student who bragged about poisoning her roommate by rubbing used tampons on her bag, pouring moldy clam dip in her lotion and putting her toothbrush inside her rectum, has been arrested and expelled.",0.76592284
2118,"The latest exchange began late Thursday, when Kim called Trump a ""mentally deranged U.S. dotard"" and referred to Trump's speech at the United Nations on Tuesday as ""unprecedented rude nonsense.""",0.5037378
6085,"GAINESVILLE, Fla. - A Florida man is accused of keeping three women trapped in his home as sex slaves for months, reports CBS affiliate WGFL.",0.76522404
9583,"Now a catgirl in appearance, she also had increased the size of her breasts.",0.86861295
13097,"“So, OK, it happened 10 years ago… Jesus, suck it up once in a while!”",0.87185377
11592,"It's true of poetry and music, for sure, but it's also the case for Liquid ASS.",0.9492162
11819,"According to a Wisconsin tuba player, Raiola and his teammates were engaged in their pregame warm-ups on the field near the goal line when he turned around and called him and the other tubas “Fat mother f**kers” and told them that “they sucked.”",0.9528056
8147,"During the interview, Ito said that both a version that shows Asuna's nipples and a version that doesn't show them were made.",0.8028341
10436,"Everyone was fantastic, but the highlight of the night was Mike Servito.BMG calls Servito's sets "" a massive bitch slap ,"" which is pretty much what you get on this recording.",0.9218526
1695,I guess when Clinton says things like this we’re just supposed to ignore them like when grandma says something racist at the dinner table.,0.5618624
17245,"I’m a drummer, a philosopher, a lover, an adventurer”, the figure we might loosely associate with Justin Trudeau reassures himself after another nugatory day of making “bullshit speeches about some bullshit legislation”.",0.89109427
21404,Especially considering the fact that so many of them are “assholes and opinionated jerks”.,0.9332908
20634,"What follows is, to paraphrase Cicero, incoherent, mind-numbing horseshit.",0.9479659
4642,"So when you get hit in the head, the force of impact slams your brain into your skull causing a concussion.",0.5108503
5238,“How can you go out and kill a man for being gay and then have a gay wedding in prison?,0.5679488
7568,Jeremy Deller behind 'strong and stable my arse' posters in London,0.7607608
