index,input_text,given_label
33635,Send Kinder Morgan back to Texas. We don't need those greaseballs throwing crap into our rivers to stop our fish from spawning. Why are Texans and Albertans so ignorant and/or negligent when dealing with environmental issues?,1.0
7041,Liberal hypocrisy will have hit peak performance when they start calling her a genocidal baby killer,0.5972222
4355,"The Boston bombers.  Losers.  

The San Bernadino California killers.  Losers.  

The Somali 'shoe bomber'  A Loser.  

The Portland Christmas Tree 'bomber'.  A Loser.

The illiterate religious acolytes throughout the Middle East.  Losers.

I think that Trump might have figured something  out here.  

Nobody is wrong 100% of the time, not even Trump!",0.57894737
33247,"No pass D, the O line disappeared, lousy offensive play. Stupid fake punt. They deserved to lose.",0.8333333
11344,"The Judge said ""Live Life"".  The people killed in the fire will never again experience life.  This young man needs psychiatric intervention. He's a psychopath.",0.8
22914,"When we look back on this next year, we will be talking about president Pence's first 100 days in office. And, we will be breathing a sigh of extreme relief from surviving the most dangerous period of American history since the Civil War. Putin will be like a dog walking with it's tail between it's legs in humiliation for his evil failure to permanently destroy our great democracy
Stubborn ideologues in congress will finally cooperate and put their countries interests before their selfish partisan desires. Trumpet will be the returning star of Celebrity Apprentice, and his fans will be cheering every time he says ""YOU'RE FIRED"".

I hope.",1.0
30195,"10 year old boys don't show any ability to demonstrate competence or stability. The failure is that the media on all sides fails to understand that DH Trump is nothing more than the 10 year old boy he once was, just 61 years older now. Tempestuous, irrational and knee jerk reactionary. That he was elected President of the US is very telling about the population of the country.",0.8333333
14650,"'
You're entirely correct, Trump is a desperate loser.
.

He's a treasonous traitor too.
.

(also a childish belligerent buffoon and a petty con man.)
.",0.78125
13326,"I can think of a few things more important than a gender-based qualification for President: A $20 trillion national debt, a failing economy, rampant illegal immigration,a bloated federal bureaucracy, senseless and costly wars in the Mideast, terrorism in our homeland, a military industrial complex, a partisan political health insurance system with onerous penalties and ridiculous costs. Add in that HRC throughout her history showed she was a lying scheming fraud propped up by ""the establishment"" How scary it is that 50% of voters still cast their vote for her.! ""Suck it up Buttercup""...... indeed!",0.8
5303,"Our Congress sucks. Term limits are a necessity, if we hope to save our nation from the constant ineptitude of our ""public servants"" who only serve themselves. Do us a favor and retire. You've certainly feathered your nests enough to do so. Thank you, Sen. Paul. You're on of few that do your job.",0.5584416
28229,If you sit in the student section and you are not a student then you get what you deserve. You are stupid.,0.86206895
15101,My first thought was to fry all the people involved. But now I think they should be kept alive so they enjoy getting beat up and raped on a regular basis why they serve life prison sentences.,0.8
34391,"Thank you, General Chin, for working to stop the unconstitutional overreach of our imbecile and unfit president.",1.0
12874,"These clueless idiots have no idea what is about to hit them, RA.",0.9
1330,"A paper on the planet Earth said:

AMERICA NIGHTMARE: Prez Trump...  America Elected A Man Who Said ‘Grab Them By The Pu**y’ Over The First Female President... Party Ends In Tears... 

Yes, that is very sad.",0.5151515
26902,"In government your political affiliation is known by every one, next stupid comment!",0.78333336
850,"Hey, ""Capo.""  Tell us about sexually harassing waitresses and then trying to bribe them not to testify.  That would be so great!  Tell us another!",0.5285714
21269,"YOU can play the  stupid Trump card all day and all night ::: the only person you fool is yourself :: : 
THE use of chemical weapons is banned from the face of earth .
FACTS ::: YOU cannot gas helpless little children and get away with it ::: ONLY MONSTERS can make excuses or attempt to politicize such a barbaric  atrocity.

INNOCENT people  were sent to the gas chambers in WWII and we all said NEVER  again anywhere on earth .

Truly the lack of shame and ignorance required to pretend you know more about the  situation than Trump, Nat’l Security, SOS, JCS, and General Mattis do is laughable",0.75714284
25381,"You're an IDIOT which was proven yesterday!! You idiotic gun control nuts want gun control? Don't allow DEMOCRATS to have guns!!
Every mass shooter has been a DEMOCRAT!",0.8947368
5714,"I do not understand why he continues to lie about things that are both verifiable, and just plain dumb to lie about.",0.50666666
28326,"I get a little exasperated when I read remarks like this. Please...for the love of whatever God you believe in...*please* explain to me what you imagine Hillary would be doing that would be ""far worse"" than this. Because I can tell you what she definitely *wouldn't* be doing. Here's a partial list: trying to take away health insurance from 32 million Americans, rolling back environmental regulations and appointing a climate change denier head of the EPA, allowing a hostile foreign power to sabotage our most cherished democratic institutions--with impunity, firing Justice Department investigators and special counsels for investigating Benghazi (which would SOMEHOW STILL BE A THING if she had won), attacking the free press, ranting like damn nine year old on Twitter...",0.8333333
37526,Absolutely everything the left touches . . . turns to shit.  Left-wingers are collectively losing their minds.,0.8030303
34612,"Hey Les, You ever notice that Homer just hangs around in the corner and ""disagrees"" on all the topics, yet, you never see him making any points or says what HE thinks?
Just a troll.",0.8333333
27069,Trump believes Russia had nothing to do with election hacking....because Putin said so. Traitor.,0.8333333
8372,There will always be idiots doing something stupid.  Wash the car and get over it there are many more important things to do and think about.  I hope your 'desire to detach and decompress' works out for you.  Cheers and best wishes.,0.7605634
10672,"Just look at how nasty comments have gotten and tell me Trump supporters shouldn't be tracked as potential terrorists. They're ignorant, armed to the teeth and looking for an excuse. They are not going away when Clinton is elected President of the United States.",1.0
31615,"Trump looks weak, indecisive, stupid.  He still thinks he is on a phony reality show.  Republicans got duped supporting this goose.",0.796875
21752,"prepostorus garbage.  australia has laws, new citizens are forced to respect them, just like everyone else.  that s all that is necessary
 the values test adds absolutely nothing.  it is nothing but intolerant arrogance toward other cultures, implying that aussie values are superior to others`",0.8333333
36552,"Here you go, you rude, ignorant pathetic troll:

""North Korea now making missile-ready nuclear weapons, U.S. analysts say, "" WAPO, 8 August 2017. "" 

The DIA links are provided throughout this article;  if you can use Google then you could find many more.

You should also read the EMP Commission's report published on 12 October 2017:

""EMPTY THREAT OR SERIOUS DANGER: ASSESSING NORTH KOREA'S RISK OF THE HOMELAND.""

Perhaps you will take 10 minutes to educate yourself on the key existential threat facing Australia, SK, Japan, and the US.

It would certainly be a pleasant surprise if you actually acted responsibly and read this crucial
information.

We won't be holding our collective breaths for you to do so.",0.8
24237,"Kick notley to the curb, befor
she destroys Alberta. Once she's
gone, separate the West from the East.
We don't need now, noe ever befor
needed their socialist crap.",0.8142857
14995,"Yeah you'd say so: As in your dumbass post: ""White men are Earth's alpha males."" Dylann Roof thinks so too. I'd be too ashamed to even know you. Here's some true facts for you and your ilk: 

From Lisa Bloom. Lisa Bloom is a Legal analyst for NBC News and Avvo, attorney and bestselling author.

""In our nation’s history, so many of the sickest most appalling crimes have been committed by whites. Yet no matter how sadistic the crime, no matter how young the victims, no matter how much fear is engendered in a community, no matter how much media attention and public discussion the crimes of whites engender, the race itself is never sullied."" 

Lisa Bloom also says white men are at the top of the list for gaining foreign visas to have sex with children. 85-percent in Latin America, she says.

Lisa Bloom also adds the most prolific serial killers in this country (America) are white men. And last, white women are known for killing their children.",1.0
28005,"The country is something like 80% self identified Christians, so the odds are damn good.  Besides who else in this country seems to hate and/or fear Muslims, hint, it isn't the atheists.",0.8
14280,"Brian Griffin quoted Mencken: ""The common man's a fool"".  Peter Griffin is proof.",0.9
32260,"Sexual aberrations and abuse of sexual functions  are wide-spread , from fetishists to pedophile .. to animal sex , to same sex whatever. Absence of thinking and  morals.",0.8333333
1344,They re elected the same do-nothing legislature. Now watch them whine and blame their inaction on the liberals. Pathetic.,0.5692308
22674,"Or just an hour from celebrating the demise of the one attempt to fix our healthcare system via the ACA he tells the Australian prime minister that because they have universal healthcare the country has it better than we do. What the hell? He really just says any shit that pops into his head at the moment no matter that it directly contradicts his celebration of destruction just an hour ago. The man is mad as a hatter. So self possessed as to have no awareness of the world around him, our history or our future because of the reactionary policies he is attempting to foist on the nation. Sad. Bigly Sad.",0.9
7192,"I can't pick a winner, I was 1-4 in the NFL too. Crazy white guy shooting a bunch of country music loving, mostly whites. It's a crazy world.",0.55263156
10060,"Don't be ridiculous. He was armed and attacking the officers. It wouldn't matter if he was Black, White, Asian etc. Get a grip on yourself and stop trying to stir up mess where there is none.",0.8
22580,"the tax cuts coming are going to be for everyone who pays taxes!,, but dont let facts get in the way of ignorant left wing stupidity",0.765625
36347,"lol, you phony conservatives should be the last ones to make any such statement.  You are incapable of logical thought.  Amazing anyone thinks you can balance a budget by increasing wasteful spending and reducing revenue but that is what you phony conservatives try to do.  Pathetic but it won't be long before it all comes crashing down, just like it did before when it was practiced.  

I on the other hand will be enjoying my tax cuts.  lol  Just love the gullibility of phony conservatives.  You are so pathetic.",0.8032787
27082,"That fool should NEVER be able to fly on a commercial flight EVER AGAIN. Ban his butt!!!! He can drive from now until he's dead , he's lucky I don't have any say in this!!!!!",0.8375
34566,"Paul Ryan has a strong dislike for the truth
his ""middle-class"" tax cut is paid for by gutting medicaid and medicare, while giving most of the benefits to the top 1 percent

so when he tells you about trump's compassion, take it with the same stupid grin",0.9
32032,"I shudder to think of your sexual relationship, if all sex is to you is lust.

And you know the mind of Christ, to say that he agrees with you that gay sex is icky.",0.79710144
3275,"Stupid law.  TV has given the public a  misconception of the capabilities of defibrillators.  They don't 'restart the heart'. They deliver an electrical shock to hopefully reset the heart and have the heart's natural spark plug take over.   Also Councilman Elefante you CAN put a cost on a persons life.  Governments, courts, insurance companies, etc. do it all the time.  I guess if the costs are passed along to somebody else THEN it's ok.",0.50666666
36153,"Heh, hopefully that guy in the tree is thinking the same thing and gets down before his ticket gets punched.",0.8
23299,"Your just a special kind of stupid aren't you , or subtly making fun of the Trump turnips . If it's the latter please continue",0.94827586
10783,"How can any honest, allegedly intelligent person support a liar, thief, dishonest, deceitful, despicable, disgusting, degenerate, dastardly, disreputable donkey like Hillary Rotten Clinton?",0.8030303
11065,"Harsh but true, make stuff up. Your the person who doesn't have a mate. Blow up dolls do not count. My kids might be surprised at your stupidity, grand kids are of the same thought process,  woohoo. Keep on young dunce.",0.8269231
27396,This is garbage. These Democrats should've been impeached long ago. They are as phoney as the Russian boogeymen they invented.,0.7714286
34755,"Trump has sown division with all he has done.  He has no respect for anything, or anyone; he has no moral compass -no north star.  The idea that we should all unite around this lying traitor dirtbag is laughable.",1.0
8022,"John,
Hang your hat on this! Your a washed up has been crybaby! You got nothing better to do than sit around up in Paxton and submit commentaries. You cry about all the hunters in the woods near you, the mis-management of the resources near you, etc ,etc etc. You are not a judge or jury and haven't run but one Iditarod and that was back in 1993 and your winnings. A big fat 0! Freaking armchair quarter back.  Why don't you do us all a favor and crawl back under that rock you came out from under and shut up.",0.50769234
1834,"there is no such thing as an american refugee, the usa is a free safe county, canada should turn back ever dam one of these losers..",0.5833333
10082,Bitches. Override everything until it makes sense! I'm a Senior on a tiny budget that the rest of you could not live on.,0.81578946
32475,I would have whipped around and told her that she was too stupid to teach.,0.9137931
12302,"If you think Wallonia has acted alone, you are stupid.
It is an excuse. Which means, major European powers don't like the deal, but don't want to say it openly.",0.76
25736,Hi.  Not just a commenter. He is guilty. Personal knowledge. He abused my cousins and brothers. This man was once my uncle. Absolutely guilty! Unfortunately his dad abused him. His dad is probably the sickest worst man in this planet! So sad that he had to follow in his footsteps. But he absolutely is guilty and deserves every to rot in prison!,0.8
8436,"So basically some crazy White guy can just make shit up out of thin air and the DMV and courts just go right along with it. Awesome!

#whitepriviligematters",0.7714286
24694,"If you disagree with liberals,  then you are a troll and need to be eradicated.   Alas today's media, society and the way it is.    I-Therefore,   when do you think free speech went away?",0.8
16455,"A your wimp is traveling across Canada instead of building trade strategy
A complete idiot in an empty suit
You do realize you liberals are lost right?",0.77272725
4602,"Byron York is no fool, but you can fool most Americans all the time.",0.5285714
15897,"Fellow posters ... a friendly suggestion ...

Before you post on this (or any thread), you may want to review all the posts to judge for yourself whether there is any value in attempting to respond to one of this forum's most active and pernicious trolls. Haters are gonna hate, no matter what evidence or argument you present.",0.8333333
3510,"Which ""onerous government regulations"" are you talking about? A conservative friend of mine made that same claim but was unable to name a single regulation that supported his case. 

I did hear one example from one of the North Carolina senators. He was claiming that the EPA was now monitoring the runoff from manure piles! Stupid!!!!!

So I looked into the ""manure piles""... 

They're really limited to five acres and consist of liquid pig feces. The EPA requires they be lined and monitored for leaks. One did leak a few years ago and dumped 12 million gallons of this manure into the local river, killing all wildlife in a 12-mile stretch of the river.

That's an example of the ""onerous government regulations"" they're eliminating. If you wonder why your morning coffee tastes odd you might be downstream. Bon Appetit!",0.5277778
28076,"How can you tell which of the bodies in the water is not a tourist?  I was born and raised here, and I can't tell the difference!  However...if they are locals, then they just plain stupid!",0.7894737
3838,"Overpaid and under performing athletes. Pay these guys $250,000 max a year...if they perform and score well then add a bonus or increase their pay...otherwise there is no incentive. 
Heart Surgeons don't get paid these wages...pathetic!!",0.5147059
11877,It's time for the GOP to live on earth instead of some conservative other world they live on where everyone is white and up tight and a hypocrite in the end anyway.,1.0
6517,"R. A. Heinlein put it more succinctly: ""Never underestimate the power of human stupidity.""",0.52112675
12500,"Hillary was right. 

Trump supporters are a basket of deplorables.",1.0
4009,just wait for the next terrorist attack and the French will be saying what the hell did we do?,0.5147059
19976,"There are four types of lies: lies, damned lies, Trump's alternative facts, and Trump's tweets.",1.0
29733,"Wow. Just because you don't side completely with the antifa side, you're a white racist, even though you're not white. Ha ha. Alt right baloney. Before Trump got elected, nobody even heard of alt right. Now everything racist is alt right. Actually everything now days is racist, that's how stupid the left is. You progressive liberals are the alt left. So far to the left, you've fallen off a cliff. This is the way I look at it. There are white hate groups that don't like you cause of color or religion. There are hate groups on the left that don't like you because you don't think like they do. BLM is a group that hates you if you are not black. I don't like any of them, period. I support Trump and if you call me a racist, you're just plain ignorant.",0.76811594
27405,Sad things is: Obstruction is not a impeachable offense of the President. The idiot needs to go look at the Constitution as to what constitutes a impeachable offense by the President.,0.8153846
10815,"It's funny that when a black person commits an outlandish crime, all black people are implicated by association.  But when a white person commits an outlandish crime, it's just that person and they don't represent all white people. I'm almost 60, raised good, responsible children, contributed to society as a hard worker in several successful careers, and have never been arrested for anything (not even a speeding ticket). Yet, I'm lumped together with these two hoods who robbed a bank simply because they're black and I'm black!",0.8
5602,It's time to talk to China and Russia about how we can come together to put an end to this garbage.,0.530303
10334,"As a well to do white male, I'm probably one of the only people here who will do just fine under a Trump presidency.  Hell, my taxes might even go down.  But he would be a complete disaster for our country and dangerous for many people I care about, so yes, I will stoke fear, which is very real, about the prospect of him becoming President.  I much preferred Bernie, but I think some nebulous need to feel good about voting on ""principal"" pales in comparison to the broader and more immediate need to vote on outcome.

I think to do otherwise just because Bernie failed to take over the party of which he was not even a part in a single election cycle is myopic, selfish, whiny, indulgent, and many other adjectives as well.

I understand being upset.  I don't understand being stupid.",0.8
31096,"So where is Lisa Murkowski? Hanging with the do nothing disastrous liberals. And impressing her sons with how proud mom is of herself... yawn.

Don Young and Dan Sullivan are showing leadership-read the damn story of failed Obamacare , will you?! Americans need healthcare reform not continued and unsustainable (Medicaid) healthcare disaster!

Try studying Kaiser.org. They've been doing HMO healthcare seriously right for 50 years!!!",0.8
15778,"incoherent? maybe because you are so damn stupid and trying to scam? hmm? Stupid dick.

Economists like to claim they know math when they are predicting crap from a crystal ball. You need a higher dollar to stop the exponential and compounded interests on debts. TAKE A MATH CLASS.

additionally, the people of this WHOLE COUNTRY are better off with a higher dollar to be able to afford everything. A low dollar is 1. market fraud and 2. oppression of Canadians and our value.",0.8142857
30877,"This is why everyone know Indians are liars. By what India is a ""superpower""? Let alone ""never attack"" any country?
Just ridiculous liars.",0.8
5863,"YOU LIE. where exactly is my lie? You One Worlders are sooo messed up it's not funny. Maybe he isn't broken hearted, the rest is correct. How about if you want to live in a Muslim country, you go to Iran, instead of helping the DemoRats turn America into a similar shithole.",0.59375
19101,Why a troll is allowed in here to harass is getting to be ludicrous.,0.8
13951,You got it.  And he's appointing Carson to manage the slaughter ....,0.8333333
9452,Reinhold has so much courage that she won't even specify where she'd gut the budget.  This is her third or fourth op-ed and she just can't seem to roll it off her hypocritical lips where she'd gut.,0.8
32007,"Shut it down, bitch boy.  This time, make it more than the 17 percent of ""non-essential."" Shut off the welfare of  your constituents. You are a racist piece of shit.",0.85
7537,This is ridiculous! How many accidents is the foolish company going to be allowed to have before they crash into and kill some family or spill thousands of gallons of diesel into a salmon stream? They obviously don't learn from their mistakes and continue to operate in an unsafe manner.,0.5810811
29086,"my god you are as always an ignorant fool,, no trump is doing just fine, going no where, its losers like you that will be gone but not your jealousy of his success in life!,, you think trump is hiding money??? HA HA HA, hey nutter, he has more money that russia to begin with!",0.875
13038,All Trumpster Dumpsters who support the goof-ball who was just elected el presidente. There's a Ku Klux Klan victory parade in North Carolina soon. Perhaps ya'll can go there and demand that Denali gets it's old white guy name back.,1.0
19746,"http://www.motherjones.com/politics/2016/09/stephen-bannon-donald-trump-muslims-fear-loathing

Trump Campaign CEO Was a Big Promoter of Anti-Muslim Extremists


Before Trump hired him in August, Stephen Bannon hosted a daily radio show where many of his guests demonized Islam.

One of Bannon's guests on the show, the high-profile Trump surrogate and Russian agent, Roger Stone, warned of a future America ""where hordes of Islamic madmen are raping, killing, pillaging, defecating in public fountains, harassing private citizens, elderly people—that's what's coming.""",0.8
29877,"Sometimes the idiocy of those who want to ""criminalize abortion"" is palpable!  We all know that abortions NEVER took place before Roe v Wade, don't we?  We all know that women with access to money never traveled to an area where abortion was legal, don't we?  We all know that women without access to money never had back alley abortions conducted by the vilest of human beings, don't we?  As I love to quote here:  """,0.8
16012,"Wow he just gets keeping bounced back and forth like a tennis ball.  And what is so desperate and funny about it all, is that Furlong is now the obedient puppy, trying to please with every command given and taken away. He could have retained his dignity by saying he wants nothing more to do with the apparent inability of UBC to make a decision.  Trying to prove oneself to be completely innocent of wrong doing is in Trudeau's words  ""Very hard.""  He deserves to look like a fool because he is a fool.",1.0
3694,"Canada's doctors are gutless. They should have had the moxy to speak up during the last election campaign  when Justin Trudeau was seducing all his star-struck young fans with promises of a pot-filled future. 

What cowards they are.",0.56060606
16865,silly person.. it was not 63 million people who elected trump.. it was 270 people.. not you.. not me.. not any of the 63 million..  bill allen was an electorate in 2000 when bush stole the election.. but the real reason was bill allen.. dude had no regard for the government.. bribed state and federal senators.. and i would be willing to bet some electorates too.. different day.. same shit,0.76
13762,"Standard Liberal Party ...""say one thing...do another"" Junior needs to get the message....the world changed bigly Nov.8, 2016, or his ass will be grass.",0.7875
6892,"Zach Brown, a. Black man making 2.5 million a year PLAYING a game is complaing about racism. This guy like all the rest of these CRYBABIES are LOSERS! Get over yourselves. You are not intelligent enough to realize that the very thing you are protesting is what has allowed you To make $2.5 million a year playing a game! If racism were truly ensconced in AMERICAN SOCIETY like you say- you Zach would still be in the fields picking cotton on your DEMOCRAT masters plantation!
So why don't you use that college ""degree"" to research the truth!",0.5405405
34158,"But of course, in many other instances, a silencer would make it easier to kill while slowing down location of the source. If the muzzle blast is quieter near the shooter, it will necessarily fall off in volume in a non-linear way as the distance from the blast increases. People pushing this must assume everyone else is stupid.",0.8
20214,"KROOKWELL the part-time mayor: ""Please...please won't you put some ""skin in the game"" and invest some money on the downtown, most expensive, most time consuming, most potentially litigated part of my vanity project??""

Private business reps: ""FUUUUUUUUUUUUUCK NO!!!! We ain't touching this abortion with a 100' pole!!!""",1.0
31105,"Well, he is a racist, a liar, a paranoid narcissist and a power hungry despot, intent on overthrowing the rule of law.  He's all those things, and a collaborationist with Putin.",0.77272725
25414,"Meanwhile, NOT front-page news on the DP website, Rasmussen polls Trump approval at all-time high of 50%. Darn! Has to be a ""fake"" poll, if not negative to the POTUS.",0.8
7829,"Maxine is an ignorant, ineffective, racist Congress person.  How CA elects her each time is beyond comprehension.  She was in CA state legislature, instrumental in the illegal invader invasion into CA, and does not like a President who promises to put an end to the invasion.  How much money has Maxine made off the illegals?",0.5135135
30781,"Clapper spied on and lied to the American people until he was busted.  The statist Deep State pattern always plays out the same.  

These clowns register between zero and negative 1,000 on the credibility scale.",1.0
11258,"This goes way beyond just being an asshole skipper, dude must have some serious mental issues.",0.95
20758,"Re: Gallup vs. Others, 

Trump's approval rating is trash. 

The only question is whether it is a trash can, dumpster, or dumpster fire.",1.0
24290,"Trump is an imbecile.  He knows none of the things a President needs to know.

His entire administration is a cesspool of incompetence and conflicts.",0.84615386
5334,"So let me get this straight.....
This numb-nuts decided to sleep out in the wilderness where bears live and a being a bear, he acted like a bear and did what bears do. So based on this, the bear is hunted down and eliminated. Since that's the case, can we then please castrate this future presidential candidate from the left wing so he can't contaminate the rest of the gene pool??
ABSOLUTELY RIDICULOUS!!!",0.59090906
560,"He killed OBL? GTFO! He killed the American Dream! Brave men in uniform killed OBL, you dipsh*t!",0.5625
17010,Slime? Democrats and terrorists are practically the same thing.(kill them all) then we'll have our peace and prosperity.,0.775
9696,"Kenneth Conklin: Your constant attack on EVERYTHING HAWAIIAN, has reached an all new low! Here, you have managed to denigrate & greatly offend a whole race of people! To suggest that Hawaiians have a better chance to be ""cleansed"" on the Continent is extremely offensive & racists.

If your AMERICA is so great, why not go back there? America the land of mass murders, lynchings, brutal slavery & rapes of slaves, bombings of Black Churches, where it's open season on Black's by Cops, & a country on the verge of a race war.

Yet, you hide in passive Hawaii, where it's safe for you to continue to spew your hate against everything Hawaiian. You know full well that the majority of our prisoners are Hawaiian. Maybe your family is toxic to you. For you to project your own familial deficiencies upon Hawaiians, is not only insensitive, but pathetic.

You don't like Hawaiians go back home!",0.8
15884,"Yes, very bright, maybe Obama was not as ineffectual and weak like Jimmy Carter. But close.",1.0
3067,What a ridiculous article. How about waiting to see what the changes to disaster of Obamacare look like before assasinating it. Obamacare is a disaster. Left alone it is imploding and can't survive. This  constant fearmongering and  hyperventilating is caustic.,0.5833333
8998,This development makes garycrum and many other prejudiced bigots look like fools.,0.8560606
26827,"Liar and mentally challenged. Dead beat who can't borrow money from USA banks so he paid for his golf courses with Russian loans.  Deadbeat. Funny how redneck party has forgotten how they hated ungodly men for election. Now they have the most ungodly man in history as their ""Evangelical"" leader. Rednecks.  What hypocrites.",0.77272725
1030,"""He is a drug dealer and his product is ending up in the hands of children"",,,,, And your a Nutjob who should have no access to Children.",0.5070422
29256,"of course you are... your IQ level is painfully obvious, as is your political idiocy...",0.8269231
22741,The world is at the forefront of the robotics era.  Our needs for human labor and human services will decrease significantly. Having a large population will become a major debit. Canada has the opportunity of having zero population growth....only those who are ignorant would squander same.  We seem to now have ten times as many polls as we did two years ago. And they do appear to be totally rigged as noted here by 80% plus of those participating. A government that needs to use fake polls to justify its governance is downright sick.,0.8333333
5121,Wtf does his contract have to do with this topic. I clearly bet you are a racist and it upsets you a black man is getting this much money to entertain us. Dobt blame him blame the nba. The nuggets had tonspend that money. It is required so why not go get a good player?,0.515625
12945,That woman must be brain dead. Trump should be barred from entering Canada.,0.7846154
23081,And the media who endlessly refused to call him on it and are now constantly at Trump's throat are even bigger hypocrites.,0.8
22528,"Yes, yes, yes. Ignorant people blow my mind! How do they operate day to day? Like Stepford People they relish demeaning and negating the intelligentsia. There is no way ever that I could be dumbed down. Lobotomy maybe, but not just trying to get through life.",1.0
34152,Show me one issue where republicans can't be shown to be hypocritical ...,0.8
6747,"Oh, and has that improved the quality of comments? LOL! No. Check out the NP. 

All it means is that now the only people commenting are those who have nothing to lose by being identified with controversial opinions, and feel free to engage in slinging insults at each other. Pathetic.",0.57575756
12849,"So, Bob. What If, peradventure, the guttural divisiveness of this election year spurred enough voters into voting for an alternative third party candidate? Ya think the country could get over the crap we've waded through enough to stand behind the winner to the point that he wouldn't have to face your so-called curse?",0.8
3691,"You cant name any state buildings because you dont know what your talking about....Opinionated and ignorant, what a combo  Oh  but dont be late with his PFD check.",0.5875
33773,"Do you Liberal Left Wind IDIOTS realize how much "" repealing the inheritance tax"" will mean to small Mom and Pop business and farms?  The kids won't have to sell the farm to pay the  taxes when mom and pop pass on.  Only an idiot would be against this.  How about this you idiots...My wife and I are worth about $500,000 in land and cash.  Why shouldn't my two kids get this w/o having to pay tax on it?  It's not even a business, but here in Hawai`i w/land values so high it's a chance to pass on what the wife and I have saved over the years to the kids.",0.765625
8978,"Lol last comment gone ill post another revised one here goes 

Another NIGGER running around robbing stores and getting away with it... I am not shocked. Delete this one too doesnt change the amount of niggers doing dumb shit it just makes you a nigger for infringing on my freedom of speech.",0.9185639
191,"I pay bills online and I sext, so I don’t feel threatened by the mail thieves. My mailbox locks anyway. Regardless, my point is that vote-by-mail is a scam vulnerable to fraud and theft. The thieves who were stealing in March probably didn’t want ballots, but I wouldn’t put it past them to be that dumb.",0.5675676
13774,"Yup, and you're now on it, bud.

McCarthyism isn't fascism.

Question #1 - Are you truly evil or just stupid ?",0.9347826
24115,"Sorry, but this is the idiot that sucked up to the disgusting Wahhabi Saudis who still seem to take pleasure in beheading or stoning their convicts in public and are also the real bliksems at the root of 'Islamic Terror' - remember the 9/11 Bin Laden family, those well known Saudi businessmen, and particularly their son, Osama - rather than the other Middle Eastern states that are the usual suspects?

Nope, I don't see why she should have apologised for this picture. It's a political statement, and considering the Wahhabi context, could probably be justified. OK, I don't like it myself, but I can see her intent.",0.8333333
21131,"Prophecy was that the ""village idiot"" would start the next world war.",1.0
8165,"You are foolish enough to believe anything.  Have you ever heard of a typo? You source Newsweek as credible.  They made Drudge famous when he exposed them for covering up for Bill Clinton by burying their semen on the blue dress article.  
You have nothing. You present no counter arguments.  You see trolls and Russians under your bed.  It’s gonna be alright. Go back to sleep.",0.575
36658,"The dimwit drama clown and his friend and finance minister, Bill Moron, are there just for themselves.",0.7903226
1811,"""Justin Trudeau says he uses cash-for-access fundraisers to champion the middle class.""

LOL. Literally. Good one!  Sure, I bet that's worth reading. 

Thanks Globalist & Fail. Thanks for the comic relief but still not paying to laugh at your headlines. Gimme a call and ask if I want a subscription again you pressitutes.

PS: If you were worth reading I'd pay for you instead of trolling you traitorous fools.

PPS: To the suckers assuming I'm partisan. Grew up with G&M in the home. Lifelong atheist. Bite me.",0.578125
